Year,RoundNumber,EventName,Feature,ImportanceMean,ImportanceStd,FoldMAE,CalculationSeconds
2019,21,Abu Dhabi Grand Prix,Sector3Seconds_lag1,0.0,0.0,1.0433777577484828,5.764687299961224
2019,21,Abu Dhabi Grand Prix,Sector3Seconds_lag2,9.997487680683352e-05,2.672160748976075e-05,1.0433777577484828,5.764687299961224
2019,21,Abu Dhabi Grand Prix,Sector3Seconds_lag3,-0.00011080344863419651,0.0003723665615405428,1.0433777577484828,5.764687299961224
2019,21,Abu Dhabi Grand Prix,Sector3Seconds_lag4,-0.0005913199739941236,0.0004164647236306945,1.0433777577484828,5.764687299961224
2019,21,Abu Dhabi Grand Prix,Position_lag0,0.0,0.0,1.0433777577484828,5.764687299961224
2019,21,Abu Dhabi Grand Prix,Position_lag1,0.019677026077386268,0.0007178286335467319,1.0433777577484828,5.764687299961224
2019,21,Abu Dhabi Grand Prix,Position_lag2,-9.801351183432357e-05,0.0008270360642850162,1.0433777577484828,5.764687299961224
2019,21,Abu Dhabi Grand Prix,Position_lag3,-0.004029729110819706,0.001786580345283691,1.0433777577484828,5.764687299961224
2019,21,Abu Dhabi Grand Prix,Position_lag4,0.0035242455289087684,0.0015672482625587202,1.0433777577484828,5.764687299961224
2019,21,Abu Dhabi Grand Prix,TyreLife_lag0,0.0,0.0,1.0433777577484828,5.764687299961224
2019,21,Abu Dhabi Grand Prix,TyreLife_lag1,8.387677143824786e-05,0.00031383814143049165,1.0433777577484828,5.764687299961224
2019,21,Abu Dhabi Grand Prix,TyreLife_lag2,0.0007235361236741511,0.0009365715476963031,1.0433777577484828,5.764687299961224
2019,21,Abu Dhabi Grand Prix,TyreLife_lag3,0.00010180924109678043,0.001183089296548309,1.0433777577484828,5.764687299961224
2019,21,Abu Dhabi Grand Prix,TyreLife_lag4,-0.0022256339003068337,0.0023850160038612236,1.0433777577484828,5.764687299961224
2019,21,Abu Dhabi Grand Prix,DRSActivePct_lag0,0.0004452123079243808,0.0003797156510680418,1.0433777577484828,5.764687299961224
2019,21,Abu Dhabi Grand Prix,DRSActivePct_lag1,-0.0016036114391596208,0.0016043335380950755,1.0433777577484828,5.764687299961224
2019,21,Abu Dhabi Grand Prix,DRSActivePct_lag2,0.0006059926846729476,0.0007569203835054029,1.0433777577484828,5.764687299961224
2019,21,Abu Dhabi Grand Prix,DRSActivePct_lag3,2.461280321345664e-05,0.00019115988305743058,1.0433777577484828,5.764687299961224
2019,21,Abu Dhabi Grand Prix,DRSActivePct_lag4,-0.001035934289367842,0.0005642693345304792,1.0433777577484828,5.764687299961224
2019,21,Abu Dhabi Grand Prix,GapToLeaderSeconds_lag0,0.0031313217562723614,0.00040457472297185685,1.0433777577484828,5.764687299961224
2019,21,Abu Dhabi Grand Prix,GapToLeaderSeconds_lag1,0.0007016248837910707,0.000664655816238685,1.0433777577484828,5.764687299961224
2019,21,Abu Dhabi Grand Prix,GapToLeaderSeconds_lag2,-7.35034635058381e-05,0.0012538578302567311,1.0433777577484828,5.764687299961224
2019,21,Abu Dhabi Grand Prix,GapToLeaderSeconds_lag3,-0.0020835512153859113,0.001770007999643655,1.0433777577484828,5.764687299961224
2019,21,Abu Dhabi Grand Prix,GapToLeaderSeconds_lag4,0.0008694447783738438,0.0009029903417153718,1.0433777577484828,5.764687299961224
2019,21,Abu Dhabi Grand Prix,GapToCarAheadSeconds_lag0,0.05716808366849239,0.007609163914386697,1.0433777577484828,5.764687299961224
2019,21,Abu Dhabi Grand Prix,GapToCarAheadSeconds_lag1,0.006855892816908756,0.009622997834722879,1.0433777577484828,5.764687299961224
2019,21,Abu Dhabi Grand Prix,GapToCarAheadSeconds_lag2,-0.0002867602671563496,0.0005627078863166131,1.0433777577484828,5.764687299961224
2019,21,Abu Dhabi Grand Prix,GapToCarAheadSeconds_lag3,-0.00020462510104057863,0.0017123976491795756,1.0433777577484828,5.764687299961224
2019,21,Abu Dhabi Grand Prix,GapToCarAheadSeconds_lag4,0.0012269848336841822,0.0023277686842323795,1.0433777577484828,5.764687299961224
2019,21,Abu Dhabi Grand Prix,GapToCarBehindSeconds_lag0,0.016620970378847133,0.017315797099762727,1.0433777577484828,5.764687299961224
2019,21,Abu Dhabi Grand Prix,GapToCarBehindSeconds_lag1,0.003111110369157825,0.0003105079529099925,1.0433777577484828,5.764687299961224
2019,21,Abu Dhabi Grand Prix,GapToCarBehindSeconds_lag2,0.001751085751857821,0.0003364567526844416,1.0433777577484828,5.764687299961224
2019,21,Abu Dhabi Grand Prix,GapToCarBehindSeconds_lag3,-0.002051709865391086,0.0028288076048305854,1.0433777577484828,5.764687299961224
2019,21,Abu Dhabi Grand Prix,GapToCarBehindSeconds_lag4,0.0004188041599113568,0.004216055199972362,1.0433777577484828,5.764687299961224
2019,21,Abu Dhabi Grand Prix,PaceToFieldSeconds_lag0,0.038853943236243506,0.004186024426520429,1.0433777577484828,5.764687299961224
2019,21,Abu Dhabi Grand Prix,PaceToFieldSeconds_lag1,-0.002209270903959615,0.0017987367313985084,1.0433777577484828,5.764687299961224
2019,21,Abu Dhabi Grand Prix,PaceToFieldSeconds_lag2,0.0024743532823724803,0.0007521168137911366,1.0433777577484828,5.764687299961224
2019,21,Abu Dhabi Grand Prix,PaceToFieldSeconds_lag3,-0.022420136501539362,0.0034180583518378495,1.0433777577484828,5.764687299961224
2019,21,Abu Dhabi Grand Prix,PaceToFieldSeconds_lag4,-0.0010228958160386121,0.0028728753677962626,1.0433777577484828,5.764687299961224
2019,21,Abu Dhabi Grand Prix,PaceToTeammateSeconds_lag0,-0.0025930603973035224,0.001805633779475407,1.0433777577484828,5.764687299961224
2019,21,Abu Dhabi Grand Prix,PaceToTeammateSeconds_lag1,0.001983067470922325,0.0027533349290697878,1.0433777577484828,5.764687299961224
2019,21,Abu Dhabi Grand Prix,PaceToTeammateSeconds_lag2,0.00618058224322704,0.003008228522687765,1.0433777577484828,5.764687299961224
2019,21,Abu Dhabi Grand Prix,PaceToTeammateSeconds_lag3,-0.004935028831526633,0.0023950729358099467,1.0433777577484828,5.764687299961224
2019,21,Abu Dhabi Grand Prix,PaceToTeammateSeconds_lag4,-0.0007566507704042102,0.0014158686174996677,1.0433777577484828,5.764687299961224
2019,21,Abu Dhabi Grand Prix,AirTemp_lag0,0.0005421186246820456,0.00038333575572019937,1.0433777577484828,5.764687299961224
2019,21,Abu Dhabi Grand Prix,AirTemp_lag1,0.0,0.0,1.0433777577484828,5.764687299961224
2019,21,Abu Dhabi Grand Prix,AirTemp_lag2,0.0,0.0,1.0433777577484828,5.764687299961224
2019,21,Abu Dhabi Grand Prix,AirTemp_lag3,-0.0008037501460430955,0.0007060041794563884,1.0433777577484828,5.764687299961224
2019,21,Abu Dhabi Grand Prix,AirTemp_lag4,0.0,0.0,1.0433777577484828,5.764687299961224
2019,21,Abu Dhabi Grand Prix,TrackTemp_lag0,0.0,0.0,1.0433777577484828,5.764687299961224
2019,21,Abu Dhabi Grand Prix,TrackTemp_lag1,0.0,0.0,1.0433777577484828,5.764687299961224
2019,21,Abu Dhabi Grand Prix,TrackTemp_lag2,-0.0003624617636649082,0.0009868954444144853,1.0433777577484828,5.764687299961224
2019,21,Abu Dhabi Grand Prix,TrackTemp_lag3,0.0,0.0,1.0433777577484828,5.764687299961224
2019,21,Abu Dhabi Grand Prix,TrackTemp_lag4,0.0,0.0,1.0433777577484828,5.764687299961224
2019,21,Abu Dhabi Grand Prix,Rainfall_lag0,0.0,0.0,1.0433777577484828,5.764687299961224
2019,21,Abu Dhabi Grand Prix,Rainfall_lag1,0.0,0.0,1.0433777577484828,5.764687299961224
2019,21,Abu Dhabi Grand Prix,Rainfall_lag2,0.0,0.0,1.0433777577484828,5.764687299961224
2019,21,Abu Dhabi Grand Prix,Rainfall_lag3,0.0,0.0,1.0433777577484828,5.764687299961224
2019,21,Abu Dhabi Grand Prix,Rainfall_lag4,0.0,0.0,1.0433777577484828,5.764687299961224
2019,21,Abu Dhabi Grand Prix,LapTimeSeconds_mean5,0.0004566040500108374,0.0007295145765591164,1.0433777577484828,5.764687299961224
2019,21,Abu Dhabi Grand Prix,LapTimeSeconds_std5,-0.0016591617369083138,0.0021428621650793115,1.0433777577484828,5.764687299961224
2019,21,Abu Dhabi Grand Prix,LapTimeSeconds_trend5,-0.003063707929044831,0.0007003911540144009,1.0433777577484828,5.764687299961224
2019,21,Abu Dhabi Grand Prix,Sector1Seconds_mean5,0.0005324221140929897,0.0002603739046473119,1.0433777577484828,5.764687299961224
2019,21,Abu Dhabi Grand Prix,Sector1Seconds_std5,-0.004246935328851824,0.003243259101441139,1.0433777577484828,5.764687299961224
2019,21,Abu Dhabi Grand Prix,Sector1Seconds_trend5,-0.0015050430165899353,0.0016899629853953423,1.0433777577484828,5.764687299961224
2019,21,Abu Dhabi Grand Prix,Sector2Seconds_mean5,-0.00018875969934121586,0.00013564444988147642,1.0433777577484828,5.764687299961224
2019,21,Abu Dhabi Grand Prix,Sector2Seconds_std5,0.002198723009614397,0.0007495826967277884,1.0433777577484828,5.764687299961224
2019,21,Abu Dhabi Grand Prix,Sector2Seconds_trend5,-0.002208370363834774,0.0011659232988854267,1.0433777577484828,5.764687299961224
2019,21,Abu Dhabi Grand Prix,Sector3Seconds_mean5,-0.0004039921280369896,8.899636738370817e-05,1.0433777577484828,5.764687299961224
2019,21,Abu Dhabi Grand Prix,Sector3Seconds_std5,-0.006254722884003676,0.0021494713308504135,1.0433777577484828,5.764687299961224
2019,21,Abu Dhabi Grand Prix,Sector3Seconds_trend5,0.004432687425036663,0.0015285419017111574,1.0433777577484828,5.764687299961224
2019,21,Abu Dhabi Grand Prix,Position_mean5,0.030372140670881825,0.011244222791849686,1.0433777577484828,5.764687299961224
2019,21,Abu Dhabi Grand Prix,Position_std5,-0.00880011762237561,0.003378959062878838,1.0433777577484828,5.764687299961224
2019,21,Abu Dhabi Grand Prix,Position_trend5,-0.01078371366634571,0.006019471529061724,1.0433777577484828,5.764687299961224
2019,21,Abu Dhabi Grand Prix,TyreLife_mean5,-0.0010282094722234476,0.0007267940986377851,1.0433777577484828,5.764687299961224
2019,21,Abu Dhabi Grand Prix,TyreLife_std5,0.0003583735106725457,0.00010233517099237964,1.0433777577484828,5.764687299961224
2019,21,Abu Dhabi Grand Prix,TyreLife_trend5,0.00015635473088826402,0.0001273762002828712,1.0433777577484828,5.764687299961224
2019,21,Abu Dhabi Grand Prix,GapToLeaderSeconds_mean5,-0.0018413355254679094,0.0017235962874850995,1.0433777577484828,5.764687299961224
2019,21,Abu Dhabi Grand Prix,GapToLeaderSeconds_std5,0.016108734207048652,0.001023597333137787,1.0433777577484828,5.764687299961224
2019,21,Abu Dhabi Grand Prix,GapToLeaderSeconds_trend5,-0.0013397197613736662,0.0028824940246116077,1.0433777577484828,5.764687299961224
2019,21,Abu Dhabi Grand Prix,GapToCarAheadSeconds_mean5,-0.0009076247737428064,0.0012573963429797208,1.0433777577484828,5.764687299961224
2019,21,Abu Dhabi Grand Prix,GapToCarAheadSeconds_std5,6.186850832312629e-05,0.003834572140989552,1.0433777577484828,5.764687299961224
2019,21,Abu Dhabi Grand Prix,GapToCarAheadSeconds_trend5,-0.00244250692123645,0.006017729785987354,1.0433777577484828,5.764687299961224
2019,21,Abu Dhabi Grand Prix,PaceToFieldSeconds_mean5,0.015011485195219295,0.001574942472825692,1.0433777577484828,5.764687299961224
2019,21,Abu Dhabi Grand Prix,PaceToFieldSeconds_std5,-0.0006699943977344821,0.002260341754761187,1.0433777577484828,5.764687299961224
2019,21,Abu Dhabi Grand Prix,PaceToFieldSeconds_trend5,-0.0020230626502621973,0.002359111853246543,1.0433777577484828,5.764687299961224
2019,21,Abu Dhabi Grand Prix,PaceToTeammateSeconds_mean5,-0.0044527399117747874,0.002897561547154139,1.0433777577484828,5.764687299961224
2019,21,Abu Dhabi Grand Prix,PaceToTeammateSeconds_std5,0.004261759248639067,0.0008322486958052373,1.0433777577484828,5.764687299961224
2019,21,Abu Dhabi Grand Prix,PaceToTeammateSeconds_trend5,0.004551668433699326,0.001496876936494052,1.0433777577484828,5.764687299961224
2019,21,Abu Dhabi Grand Prix,TrackTemp_mean5,0.0,0.0,1.0433777577484828,5.764687299961224
2019,21,Abu Dhabi Grand Prix,TrackTemp_std5,-0.0015360296902914665,0.0017173039918033412,1.0433777577484828,5.764687299961224
2019,21,Abu Dhabi Grand Prix,TrackTemp_trend5,-0.0016696667129414422,0.0019224043918414028,1.0433777577484828,5.764687299961224
2020,15,Bahrain Grand Prix,DriverNumber,-0.0016651796675966057,0.005879101974614392,1.20798267689184,1.7540685000130907
2020,15,Bahrain Grand Prix,Driver,0.0,0.0,1.20798267689184,1.7540685000130907
2020,15,Bahrain Grand Prix,Team,0.0047087792935072885,0.001355321967022541,1.20798267689184,1.7540685000130907
2020,15,Bahrain Grand Prix,Circuit,0.0,0.0,1.20798267689184,1.7540685000130907
2020,15,Bahrain Grand Prix,Country,0.0,0.0,1.20798267689184,1.7540685000130907
2020,15,Bahrain Grand Prix,EventFormat,0.0,0.0,1.20798267689184,1.7540685000130907
2020,15,Bahrain Grand Prix,LapNumber,0.0023837858595387265,0.0016858355849846513,1.20798267689184,1.7540685000130907
2020,15,Bahrain Grand Prix,TotalRaceLaps,0.0,0.0,1.20798267689184,1.7540685000130907
2020,15,Bahrain Grand Prix,RaceProgress,0.003841913788224035,0.0027445149489053323,1.20798267689184,1.7540685000130907
2020,15,Bahrain Grand Prix,Position,0.1928105703796589,0.026416932678069813,1.20798267689184,1.7540685000130907
2020,15,Bahrain Grand Prix,GridPosition,0.0038237853823491394,0.0024448390251308612,1.20798267689184,1.7540685000130907
2020,15,Bahrain Grand Prix,QualifyingPosition,0.0037420039429545415,0.0014359954851326006,1.20798267689184,1.7540685000130907
2020,15,Bahrain Grand Prix,QualifyingDeltaToPoleSeconds,-5.307415377438692e-05,0.007970022199546782,1.20798267689184,1.7540685000130907
2020,15,Bahrain Grand Prix,DriverSeasonAvgFinish,0.0019232219317991313,0.0014590376554329285,1.20798267689184,1.7540685000130907
2020,15,Bahrain Grand Prix,DriverSeasonMedianFinish,0.0004312800423268796,0.001396036275239018,1.20798267689184,1.7540685000130907
2020,15,Bahrain Grand Prix,DriverRecent3AvgFinish,0.002508876148481276,0.004752569633359128,1.20798267689184,1.7540685000130907
2020,15,Bahrain Grand Prix,DriverSeasonBestFinish,0.003033711557588544,0.000984163298526128,1.20798267689184,1.7540685000130907
2020,15,Bahrain Grand Prix,DriverSeasonDNFRate,-0.0005897255261987736,0.0014613650077005872,1.20798267689184,1.7540685000130907
2020,15,Bahrain Grand Prix,DriverSeasonAvgPositionGain,0.005564988278979295,0.0013032305366399465,1.20798267689184,1.7540685000130907
2020,15,Bahrain Grand Prix,DriverCircuitAvgFinish,-0.0022204504691845837,0.0032710529717055793,1.20798267689184,1.7540685000130907
2020,15,Bahrain Grand Prix,DriverCircuitLastFinish,0.0010113103074541236,0.0008800513068132858,1.20798267689184,1.7540685000130907
2020,15,Bahrain Grand Prix,DriverCircuitBestFinish,-0.009890613496332653,0.0017291431911322635,1.20798267689184,1.7540685000130907
2020,15,Bahrain Grand Prix,DriverCircuitAvgPositionGain,-0.0020891766666158627,0.0018749482008116177,1.20798267689184,1.7540685000130907
2020,15,Bahrain Grand Prix,DriverCircuitAvgQualifyingPosition,0.0016311796191753973,0.0017611614883013763,1.20798267689184,1.7540685000130907
2020,15,Bahrain Grand Prix,DriverCircuitStarts,0.0,0.0,1.20798267689184,1.7540685000130907
2020,15,Bahrain Grand Prix,TeamSeasonAvgFinish,0.0015465060013245175,0.0024517292906521145,1.20798267689184,1.7540685000130907
2020,15,Bahrain Grand Prix,TeamRecent3AvgFinish,-0.0003888851335787831,0.0019654165104630575,1.20798267689184,1.7540685000130907
2020,15,Bahrain Grand Prix,TeamSeasonDNFRate,-0.0003666336948970894,0.0004696272081121639,1.20798267689184,1.7540685000130907
2020,15,Bahrain Grand Prix,TeamCircuitAvgFinish,0.002303782469670631,0.0007313831845752596,1.20798267689184,1.7540685000130907
2020,15,Bahrain Grand Prix,TeamCircuitAvgQualifyingPosition,-0.0016495630583353755,0.0007621539359978139,1.20798267689184,1.7540685000130907
2020,15,Bahrain Grand Prix,Stint,0.0,0.0,1.20798267689184,1.7540685000130907
2020,15,Bahrain Grand Prix,Compound,0.006061984542718113,0.0017139214753091217,1.20798267689184,1.7540685000130907
2020,15,Bahrain Grand Prix,FreshTyre,-0.0025710791477041215,0.0022109034580655943,1.20798267689184,1.7540685000130907
2020,15,Bahrain Grand Prix,TyreLife,0.02776648365007639,0.008445917555324405,1.20798267689184,1.7540685000130907
2020,15,Bahrain Grand Prix,TrackStatus,-0.0016021665835506866,0.005853201822249622,1.20798267689184,1.7540685000130907
2020,15,Bahrain Grand Prix,PitThisLap,0.024309834235308747,0.010942524417487031,1.20798267689184,1.7540685000130907
2020,15,Bahrain Grand Prix,SafetyCarThisLap,-6.720920574343481e-05,0.0002907786464429106,1.20798267689184,1.7540685000130907
2020,15,Bahrain Grand Prix,PitLapsLast5,0.0028279228906944454,0.0016034529331644771,1.20798267689184,1.7540685000130907
2020,15,Bahrain Grand Prix,SafetyCarLapsLast5,0.0,0.0,1.20798267689184,1.7540685000130907
2020,15,Bahrain Grand Prix,CompoundChangedLast5,0.0,0.0,1.20798267689184,1.7540685000130907
2020,15,Bahrain Grand Prix,LapTimeSeconds_lag0,0.0025878774443974053,0.002858390752458996,1.20798267689184,1.7540685000130907
2020,15,Bahrain Grand Prix,LapTimeSeconds_lag1,-0.003804242017833692,0.0004101592754844881,1.20798267689184,1.7540685000130907
2020,15,Bahrain Grand Prix,LapTimeSeconds_lag2,0.0006846302712231189,7.36558371357917e-05,1.20798267689184,1.7540685000130907
2020,15,Bahrain Grand Prix,LapTimeSeconds_lag3,-0.0013775836469775982,0.00015424915299669904,1.20798267689184,1.7540685000130907
2020,15,Bahrain Grand Prix,LapTimeSeconds_lag4,0.0005062448906911765,0.002007162722290098,1.20798267689184,1.7540685000130907
2020,15,Bahrain Grand Prix,Sector1Seconds_lag0,0.0027029452578840227,0.0010958703813741262,1.20798267689184,1.7540685000130907
2020,15,Bahrain Grand Prix,Sector1Seconds_lag1,0.001529988463356909,0.0007055694006439053,1.20798267689184,1.7540685000130907
2020,15,Bahrain Grand Prix,Sector1Seconds_lag2,0.008412179435887124,0.0012360623925582194,1.20798267689184,1.7540685000130907
2020,15,Bahrain Grand Prix,Sector1Seconds_lag3,0.0014830133349927888,0.0008698421317416941,1.20798267689184,1.7540685000130907
2020,15,Bahrain Grand Prix,Sector1Seconds_lag4,-0.0005266268379618596,0.0005789500933457718,1.20798267689184,1.7540685000130907
2020,15,Bahrain Grand Prix,Sector2Seconds_lag0,0.0012411099528713738,0.0024955585746978637,1.20798267689184,1.7540685000130907
2020,15,Bahrain Grand Prix,Sector2Seconds_lag1,-0.0006563871809137645,0.0008560274347518998,1.20798267689184,1.7540685000130907
2020,15,Bahrain Grand Prix,Sector2Seconds_lag2,-0.0003200043852766843,0.00022627727083841904,1.20798267689184,1.7540685000130907
2020,15,Bahrain Grand Prix,Sector2Seconds_lag3,-0.00027545580209017057,3.627689265151306e-05,1.20798267689184,1.7540685000130907
2020,15,Bahrain Grand Prix,Sector2Seconds_lag4,-0.0004500064550312377,0.0,1.20798267689184,1.7540685000130907
2020,15,Bahrain Grand Prix,Sector3Seconds_lag0,-0.007233206818297866,0.001629327893059166,1.20798267689184,1.7540685000130907
2020,15,Bahrain Grand Prix,Sector3Seconds_lag1,-0.002612186496934695,0.00047923626255572533,1.20798267689184,1.7540685000130907
2020,15,Bahrain Grand Prix,Sector3Seconds_lag2,9.857689504529551e-06,0.00028485968103776225,1.20798267689184,1.7540685000130907
2020,15,Bahrain Grand Prix,Sector3Seconds_lag3,0.0010748071992459824,0.0003357608421929038,1.20798267689184,1.7540685000130907
2020,15,Bahrain Grand Prix,Sector3Seconds_lag4,0.001338318006558185,0.0005046446240598384,1.20798267689184,1.7540685000130907
2020,15,Bahrain Grand Prix,Position_lag0,0.0,0.0,1.20798267689184,1.7540685000130907
2020,15,Bahrain Grand Prix,Position_lag1,0.007798421477894261,0.002130736277707501,1.20798267689184,1.7540685000130907
2020,15,Bahrain Grand Prix,Position_lag2,0.00401058747520285,0.0021570183938095467,1.20798267689184,1.7540685000130907
2020,15,Bahrain Grand Prix,Position_lag3,-0.0010382731289323062,0.0016489617303763165,1.20798267689184,1.7540685000130907
